CloseTime,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume,VolumeUSD,DateTime
1555113600,78.88,80.35,74.5,78.45,161099.8171838022,12561983.885742215,2019-04-13
1555200000,78.42,81.0,75.49,77.6,150670.63620529,11817512.894186378,2019-04-14
1555286400,77.59,83.45,76.13,83.33,145319.5911557897,11415734.22073999,2019-04-15
1555372800,83.32,84.41,75.0,78.09,227362.3171797081,18419030.739824828,2019-04-16
1555459200,78.09,81.42,77.01,80.31,133579.2900012853,10545165.024933714,2019-04-17
1555545600,80.32,81.5,78.0,78.81,130479.00549383971,10359208.930000646,2019-04-18
1555632000,78.77,83.48,78.72,81.71,159632.468108889,12909133.682062963,2019-04-19
1555718400,81.71,83.1,79.68,82.05,142551.87050645516,11595083.449598413,2019-04-20
1555804800,82.04,82.65,79.5,81.17,104802.5432282607,8527560.361248396,2019-04-21
1555891200,81.18,81.77,73.14,76.65,167089.25250161038,12820992.277392972,2019-04-22
1555977600,76.61,77.58,75.0,76.46,139184.9521045871,10611605.60722563,2019-04-23
1556064000,76.45,79.1,73.39,73.71,168156.72206857632,12978753.173993066,2019-04-24
1556150400,73.66,74.66,69.79,72.84,233140.1515258844,16834915.10753255,2019-04-25
1556236800,72.84,74.39,70.6,71.77,129678.08735354518,9465249.734995354,2019-04-26
1556323200,71.77,76.6,70.27,73.84,191319.2498017465,14018494.846097391,2019-04-27
1556409600,73.84,74.04,71.87,72.27,100294.22147004951,7314571.606223813,2019-04-28
1556496000,72.26,72.68,68.86,69.9,147865.45625752088,10497383.754102716,2019-04-29
1556582400,69.87,70.43,66.58,67.9,144120.88657943613,9890664.687614448,2019-04-30
1556668800,67.9,74.6,67.9,74.3,242443.99795155894,17304714.569891088,2019-05-01
1556755200,74.31,75.28,71.86,73.38,178572.65647133457,13083043.650237216,2019-05-02
1556841600,73.35,74.38,72.75,73.67,158411.98867412863,11653714.241394926,2019-05-03
1556928000,73.65,80.65,73.33,79.21,227752.42785312355,17622369.949744172,2019-05-04
1557014400,79.27,83.0,75.0,77.75,243052.35255874778,19062443.11315376,2019-05-05
1557100800,77.74,78.05,75.4,75.67,182726.02037569968,13987190.162286242,2019-05-06
1557187200,75.66,76.86,71.68,74.94,206912.3176924626,15335276.363567932,2019-05-07
1557273600,74.94,78.58,74.12,74.59,193788.33630601052,14795082.74476672,2019-05-08
1557360000,74.67,75.42,72.52,74.4,149800.2815056116,11116556.895177066,2019-05-09
1557446400,74.45,75.84,72.8,74.21,135839.1523625524,10080766.047203282,2019-05-10
1557532800,74.18,79.35,72.7,77.08,186873.56871820326,14201321.958808908,2019-05-11
1557619200,77.1,95.56,77.1,87.85,346260.46563137666,29514363.177596875,2019-05-12
1557705600,87.83,93.95,83.73,84.9,353690.91680611274,31202918.26991824,2019-05-13
1557792000,84.88,92.88,84.35,87.66,247765.11038309126,21788079.49401915,2019-05-14
1557878400,87.71,94.01,86.94,91.73,264076.63691293227,23902817.58650776,2019-05-15
1557964800,91.73,104.0,90.83,102.05,301281.3095199934,28866294.748655297,2019-05-16
1558051200,102.01,106.99,90.92,95.49,295586.9253419257,29143661.099883933,2019-05-17
1558137600,95.46,97.4,84.3,89.76,273645.7098116996,24198142.153114833,2019-05-18
1558224000,89.75,90.45,85.01,86.6,179998.4709752967,15781731.133650277,2019-05-19
1558310400,86.59,96.83,86.13,94.6,250816.04207421522,23265678.303496137,2019-05-20
1558396800,94.6,94.6,87.12,91.07,157713.94136297706,14324067.341875702,2019-05-21
1558483200,91.06,93.0,88.75,90.79,125336.91803889567,11377540.070385557,2019-05-22
1558569600,90.7,91.95,86.0,87.79,111446.93992679883,10053313.392697148,2019-05-23
1558656000,87.71,89.5,84.65,88.63,134400.43546004698,11704761.026303263,2019-05-24
1558742400,88.66,103.8,88.02,100.48,277855.84315760847,27037061.91431631,2019-05-25
1558828800,100.49,105.0,98.82,102.7,247446.40918989986,25220865.52461885,2019-05-26
1558915200,102.7,113.89,98.75,111.0,240250.23550886795,24890699.806723766,2019-05-27
1559001600,111.0,122.0,110.16,116.37,296215.09831574355,33787454.95944237,2019-05-28
1559088000,116.37,118.3,111.36,114.8,186601.48245275926,21388989.445099548,2019-05-29
1559174400,114.78,118.23,108.9,115.06,196128.2903316879,22432572.091426678,2019-05-30
1559260800,115.08,120.24,102.19,107.77,248266.4516291694,28339386.218808267,2019-05-31
1559347200,107.78,114.88,104.62,114.54,215210.42929011656,23438692.747682218,2019-06-01
1559433600,114.6,116.26,110.9,112.29,179609.839723015,20387775.460644253,2019-06-02
1559520000,112.28,116.34,111.17,114.38,143780.01827078153,16383976.078140957,2019-06-03
1559606400,114.46,116.01,105.13,106.04,179346.91686928025,20081857.42982236,2019-06-04
1559692800,105.9,106.85,98.22,102.16,274413.4345511706,28330694.597537503,2019-06-05
1559779200,102.23,105.19,100.22,103.67,176789.53167827587,18155428.2391261,2019-06-06
1559865600,103.65,111.96,101.04,111.14,185855.13104256373,19523220.867664192,2019-06-07
1559952000,111.26,120.75,109.5,116.74,206665.06793974803,23715147.451325923,2019-06-08
1560038400,116.77,119.5,113.63,117.96,199917.06452857977,23248459.63920526,2019-06-09
1560124800,117.97,118.92,111.4,114.69,215756.91605578296,24950810.498280242,2019-06-10
1560211200,114.66,130.1,112.5,129.29,230450.42317047762,28000424.657707974,2019-06-11
1560297600,129.23,138.48,125.18,135.71,226578.21426388342,29420225.968163665,2019-06-12
1560384000,135.74,143.14,130.13,135.31,223124.14362134197,30619483.97906502,2019-06-13
1560470400,135.43,136.48,128.05,130.63,209251.6631279567,27941623.414820395,2019-06-14
1560556800,130.59,132.75,125.37,132.09,219796.58234325572,28504647.17805871,2019-06-15
1560643200,131.97,139.33,131.97,137.55,132740.64608205773,17975124.46459069,2019-06-16
1560729600,137.44,138.13,133.23,136.47,158861.99145374505,21512947.887206726,2019-06-17
1560816000,136.47,136.79,131.89,133.78,121814.32911464687,16406786.200164083,2019-06-18
1560902400,133.82,136.77,128.48,135.33,185996.60004562666,24690702.554064773,2019-06-19
1560988800,135.3,139.4,133.57,136.45,168368.66275178423,23029251.965509042,2019-06-20
1561075200,136.43,136.79,133.22,135.44,136138.68110256063,18400629.380206075,2019-06-21
1561161600,135.44,141.02,135.31,138.44,172599.03312886355,23725583.106509376,2019-06-22
1561248000,138.51,145.78,137.24,142.28,272784.97750940465,38524070.308129504,2019-06-23
1561334400,142.28,143.29,136.3,137.51,203658.56335658653,28726478.40350255,2019-06-24
1561420800,137.48,137.51,132.9,135.74,149157.39300526175,20208938.931536753,2019-06-25
1561507200,135.72,138.57,130.0,136.32,171658.15913752504,23174309.68525622,2019-06-26
1561593600,136.36,138.49,127.88,132.29,234308.64465501794,31716779.166045595,2019-06-27
1561680000,132.16,133.49,111.81,115.96,266080.6006689448,32337398.025926817,2019-06-28
1561766400,115.96,122.12,114.54,120.09,187985.31252303426,22230339.934754964,2019-06-29
1561852800,120.04,137.0,116.35,133.87,208020.72667331444,26308212.492552996,2019-06-30
1561939200,133.91,137.3,120.49,123.2,252187.47864242666,32910701.61640201,2019-07-01
1562025600,123.2,127.08,113.82,123.2,232728.6085564266,28345817.111988194,2019-07-02
1562112000,123.2,124.0,112.74,118.82,174610.8081051426,20563794.838780347,2019-07-03
1562198400,118.82,123.22,117.0,121.34,154382.37791318668,18542678.446231484,2019-07-04
1562284800,121.33,126.71,118.6,119.57,160205.0296541617,19572909.60884463,2019-07-05
1562371200,119.44,120.98,116.23,118.34,109679.51943456205,13040894.808661982,2019-07-06
1562457600,118.32,121.72,117.2,118.36,86901.99440476982,10347401.760543356,2019-07-07
1562544000,118.32,120.39,116.95,119.53,81005.86481977387,9605577.848887628,2019-07-08
1562630400,119.53,125.0,117.84,122.94,127339.17799613635,15288300.136709156,2019-07-09
1562716800,122.92,123.96,117.74,119.22,130471.85597706249,15734527.603092683,2019-07-10
1562803200,119.25,120.15,100.0,108.35,209927.18603075322,23468446.768035077,2019-07-11
1562889600,108.32,108.34,95.28,103.01,244057.66584691155,24974268.34628763,2019-07-12
1562976000,102.99,107.0,100.65,104.91,155538.02819642602,16215514.311275627,2019-07-13
1563062400,104.97,105.0,97.7,101.06,170638.86259504635,17362210.923036847,2019-07-14
1563148800,101.04,102.0,87.68,89.71,202214.81196472584,18953253.26270142,2019-07-15
1563235200,89.6,93.01,84.7,90.38,227245.47438338937,20226094.047208335,2019-07-16
1563321600,90.36,91.9,76.5,79.64,214976.71467530268,18346386.433623236,2019-07-17
1563408000,79.67,94.54,76.8,90.01,203604.64347967374,17305306.501317378,2019-07-18
1563494400,90.0,104.4,86.93,101.1,195698.6070445547,18460481.822439227,2019-07-19
1563580800,101.1,101.28,94.81,98.25,156375.7560909063,15287784.69914842,2019-07-20
1563667200,98.27,105.53,97.39,100.28,129079.48800908013,12945438.478585655,2019-07-21
1563753600,100.29,101.39,96.44,99.7,114877.17221285203,11346048.80221407,2019-07-22
1563840000,99.75,100.89,91.2,95.29,118523.21994869372,11390825.929384552,2019-07-23
1563926400,95.34,95.35,88.64,90.21,125747.71963959915,11540632.327298664,2019-07-24
1564012800,90.19,97.39,87.08,94.43,126541.75439352058,11564375.548892189,2019-07-25
1564099200,94.34,96.58,91.43,93.25,98279.32433998506,9277433.47160079,2019-07-26
1564185600,93.23,94.44,90.09,93.94,68636.36914524579,6361654.200911628,2019-07-27
1564272000,93.95,96.0,86.79,88.77,83154.49009080786,7554168.342010455,2019-07-28
1564358400,88.83,90.88,83.91,90.13,52931.83464944798,4689770.305452745,2019-07-29
1564444800,90.21,92.23,87.59,90.37,76101.82689662605,6864276.892572914,2019-07-30
1564531200,90.36,92.6,88.6,90.16,57263.62595449448,5168850.733247664,2019-07-31
1564617600,90.16,99.9,89.87,98.8,81799.62941903756,7775232.160797913,2019-08-01
1564704000,98.81,100.5,95.71,98.67,75391.56423163734,7357897.356506749,2019-08-02
1564790400,98.67,98.75,92.61,94.76,75467.43705972732,7260551.471257155,2019-08-03
1564876800,94.83,96.74,93.52,94.19,71232.95975427346,6771944.468616362,2019-08-04
1564963200,94.19,94.76,90.26,92.68,76447.82903828371,7062109.534857727,2019-08-05
1565049600,92.7,106.75,92.7,96.59,110997.74507403388,10838936.00797749,2019-08-06
1565136000,96.58,99.33,91.1,93.03,110080.00979315276,10485583.794224184,2019-08-07
1565222400,93.01,94.35,87.52,90.55,98121.09170726319,9001297.371118255,2019-08-08
1565308800,90.58,92.62,87.83,90.15,95684.92329426647,8610087.45019456,2019-08-09
1565395200,90.15,90.49,82.69,84.32,106210.55366147656,9157981.177141525,2019-08-10
1565481600,84.36,87.46,82.45,85.46,100872.48968400665,8598339.296738937,2019-08-11
1565568000,85.48,91.57,85.13,89.9,88210.74435424815,7810748.2706402065,2019-08-12
1565654400,89.98,90.04,85.5,85.8,104439.94177434355,9098371.306119762,2019-08-13
1565740800,85.79,86.77,83.3,84.9,96688.9285617741,8217004.970039922,2019-08-14
1565827200,84.87,86.3,75.01,75.93,109499.9703330398,8894113.150982484,2019-08-15
1565913600,75.9,77.63,71.25,76.22,154290.8971686201,11643179.658671413,2019-08-16
1566000000,76.2,76.41,72.35,74.62,117136.63684202399,8748771.948249849,2019-08-17
1566086400,74.64,75.35,71.6,72.64,80831.69498355694,5935816.956942038,2019-08-18
1566172800,72.64,77.98,71.4,76.24,87352.90102653153,6582584.372623144,2019-08-19
1566259200,76.24,78.97,75.51,77.11,65903.23796053701,5077006.861266235,2019-08-20
1566345600,77.13,77.29,73.33,75.13,49034.119723187265,3696854.922932155,2019-08-21
1566432000,75.11,75.3,70.19,73.19,60533.75510782253,4405594.018554113,2019-08-22
1566518400,73.18,74.59,71.02,73.37,61283.0899721503,4483378.383368029,2019-08-23
1566604800,73.35,75.88,72.31,75.38,54936.29037665321,4077004.2624433073,2019-08-24
1566691200,75.37,75.61,71.54,73.32,74568.0363430569,5454645.146552486,2019-08-25
1566777600,73.33,74.86,70.7,72.09,64321.91928133383,4674342.5104744295,2019-08-26
1566864000,72.15,75.35,72.13,73.59,128285.54811620024,9497833.36136627,2019-08-27
1566950400,73.6,73.73,72.16,72.9,54790.17750625535,3992198.3666392397,2019-08-28
1567036800,72.86,73.17,64.78,66.75,70817.30292040046,4948761.330503418,2019-08-29
1567123200,66.74,66.78,62.01,63.54,77963.78623940655,5064786.687316553,2019-08-30
1567209600,63.53,65.59,62.14,64.18,59836.98163286162,3813483.237400017,2019-08-31
1567296000,64.17,65.31,62.31,64.24,52798.80119103118,3367377.268429281,2019-09-01
1567382400,64.24,67.16,63.83,65.87,50073.11386292009,3269531.879575534,2019-09-02
1567468800,65.88,67.94,64.8,66.97,60640.06410553,4009321.910791429,2019-09-03
1567555200,66.96,70.95,66.49,69.04,76556.6255927893,5226406.45474744,2019-09-04
1567641600,69.03,69.24,66.45,67.03,82061.21351597505,5544639.79382864,2019-09-05
1567728000,67.0,67.35,64.17,65.24,61371.088858762654,4023362.114329185,2019-09-06
1567814400,65.23,68.0,64.0,64.89,73563.60476256463,4868383.861363571,2019-09-07
1567900800,64.86,70.54,64.55,68.79,65080.521209062,4380535.680270972,2019-09-08
1567987200,68.78,71.4,68.01,70.39,82272.56591392659,5761735.159907882,2019-09-09
1568073600,70.37,71.4,67.92,69.88,97895.06806241872,6808052.376281781,2019-09-10
1568160000,69.84,73.08,69.79,70.84,71518.5534416564,5101919.993477459,2019-09-11
1568246400,70.83,71.73,68.23,69.78,63066.08477959178,4408582.467852346,2019-09-12
1568332800,69.8,70.0,68.3,69.16,41234.11458060468,2849989.992616164,2019-09-13
1568419200,69.18,69.59,67.44,68.9,58285.30904070671,3993872.4753543264,2019-09-14
1568505600,68.92,71.32,68.18,70.5,50423.92116122807,3511573.5203067493,2019-09-15
1568592000,70.49,71.24,69.58,70.03,49834.79562412378,3500573.6507703075,2019-09-16
1568678400,70.03,73.66,69.39,72.65,82746.7741910552,5895682.117661071,2019-09-17
1568764800,72.66,77.58,72.14,74.05,110247.3077796923,8140318.260397936,2019-09-18
1568851200,74.06,80.24,73.98,77.77,140694.75876351658,10820318.329231177,2019-09-19
1568937600,77.79,77.79,72.68,76.55,124738.35310184129,9370590.376917155,2019-09-20
1569024000,76.53,77.08,72.85,75.07,112104.41726559614,8415523.259331197,2019-09-21
1569110400,75.08,75.57,72.08,73.2,71506.08974369394,5280883.233889163,2019-09-22
1569196800,73.2,73.24,71.03,72.17,57011.86388211263,4109761.5839526514,2019-09-23
1569283200,72.21,74.23,62.11,66.58,113822.9292538059,8103349.026278151,2019-09-24
1569369600,66.59,67.42,53.16,54.48,135612.64219382624,8605729.86143731,2019-09-25
1569456000,54.49,58.35,52.91,57.44,140944.669471925,7876199.271849235,2019-09-26
1569542400,57.44,57.55,50.37,55.18,87505.66485840935,4854582.869563054,2019-09-27
1569628800,55.18,56.59,52.65,55.85,76890.30923897246,4219856.206172493,2019-09-28
1569715200,55.86,56.14,53.71,55.36,56833.85527078686,3133558.54063477,2019-09-29
1569801600,55.35,55.57,52.11,53.82,52176.580853927546,2801417.7695951364,2019-09-30
1569888000,53.83,56.22,52.5,56.0,72407.27722051357,3957660.2059128475,2019-10-01
1569974400,56.09,57.61,54.82,55.61,76013.27120255504,4262294.05120215,2019-10-02
1570060800,55.6,56.65,55.14,56.24,47029.23109129146,2628138.785917428,2019-10-03
1570147200,56.24,57.07,53.68,56.39,45384.95361255002,2529717.21396818,2019-10-04
1570233600,56.41,57.5,55.26,56.25,64593.7511178019,3647773.0005070167,2019-10-05
1570320000,56.27,57.4,55.6,56.67,58581.104969653774,3302089.45389648,2019-10-06
1570406400,56.69,56.8,53.06,54.44,147770.2281566738,8151045.898782389,2019-10-07
1570492800,54.42,58.62,53.26,57.43,166086.75661257212,9307107.619604161,2019-10-08
1570579200,57.43,58.45,56.52,56.94,128537.82365183857,7369827.7874869,2019-10-09
